,Domain,Phylum,Class,Order,Family,Genus,Species 
ASV6515,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV6533,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV6923,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV7093,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV7563,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV7896,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV7913,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV7946,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Brachyistius,Brachyistius frenatus
ASV2,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV152,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV161,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV166,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV168,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV189,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV192,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV245,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV254,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV260,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV274,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV293,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV300,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV303,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV332,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV348,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV365,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV368,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV376,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV384,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV410,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV421,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV427,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV443,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV466,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV496,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV515,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV523,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV535,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV549,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV550,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV588,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV592,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV600,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV601,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV612,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV613,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV619,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV640,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV644,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV645,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV649,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV698,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV704,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV715,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV731,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV737,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV739,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV745,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV757,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV764,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV784,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV841,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV848,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV916,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV925,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV933,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV976,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV978,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1013,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1026,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1029,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1032,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1034,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1051,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1093,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1110,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1151,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1157,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1169,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1178,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1187,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1192,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1222,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1233,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1260,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1271,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1312,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1320,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1321,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1355,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1375,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1386,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1492,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1497,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1524,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1564,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1569,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1573,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1574,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1580,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1591,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1593,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1596,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1605,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1675,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1692,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1700,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1764,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1795,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1803,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1820,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1850,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1928,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1933,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1948,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1952,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1955,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1960,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1963,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV1986,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2001,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2011,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2017,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2027,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2044,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2102,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2107,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2136,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2147,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2152,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2182,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2189,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2231,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2256,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2309,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2322,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2326,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2341,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2343,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2350,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2363,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2377,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2384,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2444,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2519,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2520,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2536,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2587,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2609,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2656,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2754,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2771,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2776,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2811,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2823,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2842,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2845,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2868,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2894,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2898,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2904,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2912,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2937,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2964,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV2973,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3011,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3016,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3049,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3062,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3064,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3084,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3092,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3121,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3139,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3147,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3170,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3172,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3192,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3195,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3196,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3247,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3266,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3279,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3299,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3333,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3349,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3350,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3391,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3437,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3464,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3519,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3536,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3575,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3581,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3615,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3713,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3727,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3731,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3808,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3816,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3827,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3894,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3920,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3930,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV3964,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV4028,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV4050,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV4082,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV4212,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
ASV4244,Eukaryota,Chordata,Actinopteri,unknown order,Embiotocidae,Cymatogaster,Cymatogaster aggregata
